geometry,name,public_transport,railway,ref,station,subway,old_name,operator,wikidata,wikimedia_commons,wikipedia,start_date,website,wheelchair,network,operator:short,train,network:short,network:wikidata,name:ja,name:pt,toilets:wheelchair,addr:city,addr:street,addr:suburb,operator:wikidata,internet_access,gtfs_id,construction,name:etymology:wikidata,short_name,alt_name,bicycle,addr:housenumber,addr:postcode,official_name,monorail,fixme,platforms,source:alt_name,building,planned,addr:country,bench,layer,lit,opening_hours,shelter,source,surface,toilets,wheelchair:description,height,addr:state,contact:facebook,contact:flickr,contact:instagram,contact:phone,contact:twitter,contact:website,contact:youtube,min_height,wheelchair:description:pt,check_date,construction:railway,opening_date,type,highway,waterway,access,entrance,description,is_in,level,departures_board,elevator
POINT (-46.637193 -23.5981629),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6456347 -23.5986743),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6454748 -23.5986128),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7363302 -23.5906407),,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
POINT (-46.5161313 -23.6031724),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5168762 -23.5287848),Acesso A,,subway_entrance,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6392975 -23.5477417),,,subway_entrance,C,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6392032 -23.5478244),,,subway_entrance,C,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4689471 -23.5994017),Acesso Sul,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,0,,
POINT (-46.46881 -23.5992156),Acesso Sul,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,
POINT (-46.4695592 -23.5990778),Acesso Norte / ETO,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,0,,
POINT (-46.5893137 -23.5439472),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.5897251 -23.5423098),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6249129 -23.5165523),,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
POINT (-46.6614484 -23.5558486),,,subway_entrance,,,,,,,,,2023-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6356836 -23.5553192),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6820848 -23.6187328),,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6824426 -23.6184755),,,subway_entrance,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6210184 -23.5956862),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6345648 -23.5437629),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6488046 -23.5394093),Estação Santa Cecília - Linha Vermelha (1),,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.501063 -23.5304615),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.641183 -23.5756015),Parada Metro Paraiso,,subway_entrance,,,,,SPTrans,,,,,,yes,,,,,,,,,São Paulo,Viaduto Santa Generosa,,,,,,,,,,,04004-100,,,,,,,,,yes,,yes,,yes,,concrete,,,,,,,,,,,,,,,,,,,,yes,,,,0,yes,yes
POINT (-46.6126046 -23.6019802),,,subway_entrance,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6124138 -23.6022618),,,subway_entrance,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7350353 -23.5928913),,,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entrada de metrô,,2,,
"POLYGON ((-46.6925133 -23.6336224, -46.6923133 -23.6337506, -46.692265 -23.6336867, -46.6924662 -23.6335567, -46.6925133 -23.6336224))",Estação Borba Gato,,subway_entrance,,,,,,Q4944343,,pt:Estação Borba Gato,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
